Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
309,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Price is on a higher side for the portion provided. Quality was nice.
310,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,Fancy food but lacking descriptions. Menu should have more information on descriptions to avoid disappointment. 
311,Pot Head,4.1,"Cafe, Coffee, Beverages, Continental, Asian, Thai, Fast Food, Desserts","1,400",bangalore,"Guys, I paid 500 for one small bowl of Pasta ? Please don't fool customers. This is not even one small bowl. "
312,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,The food quality was awesome at the price point. Location is very central and the service is very friendly. The overall portions are quite good. The Pasta and Sandwiches seems to be their specialty. The cafe also has parking which is very difficult in Koramangala.
313,Qube Cafe,3.9,"Cafe, Tea, Beverages, Sandwich, Burger, Fast Food, North Indian, Street Food",350,bangalore,"Please learn to make paranthas. These were thick rotis, not chewable, and no taste in the paneer, too.Totally nor worth it. You destroyed my hunger."
314,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Entire coffee spilled over and no compensation provided
315,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,good quality of food 
316,Barista Coffee,3.4,"Cafe, Fast Food, Beverages, Desserts",600,bangalore,Do visit at night with family 
317,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,Good
318,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,"really tasty food and friendly staff. great place:"")"
319,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,pasta and French fries are must try🤗...!! 
320,Cafe Down The Alley,New,"Cafe, Continental, Chinese, Pasta, Pizza, Fast Food, Street Food, Beverages",450,bangalore,"I really like the atmosphere, good coffee, and nice interior. This is a good place to chill with friends and family. The drinks and foods were all tasty and worthwhile. If you’re up for a fresh place with beautiful architecture then this is a must to visit."
321,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,"This place has a very dull ambience and it looks very unappealing from the outside and inside as well. The menu includes sandwiches, burgers, pizza, pasta and pancakes. In beverages, they offer milkshakes, cold coffee and mocktails. We ordered caramel cookie shake and caramel frappe. The shake tasted ok, something was missing. But the frappe was not good. It felt like some essence was added and was not naturally flavored. It didn't taste good. We then ordered the Alfredo veg pasta. It was mild with less flavor. I had asked the staff what veggies would be added, they said capsicum and broccoli, broccoli was not added and exactly three small pieces of capsicum was added. In dessert, we...read more"
322,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,Worst place ever. We ordered cheesy fries and mixed sauce pasta. They probably used the ready pasta sauce you get in grocery stores because it tasted that artificial. Cheesy fries basically has Maida cooked in water as “cheese sauce”. I don’t understand why this place has 4+ rating on zomato. Please save your bucks from this place 
323,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,mojito was like medicine.. Sweet plus bitterness plus no mint.. I think they used some stored syrup that was expired. Then we ordered honey chilli baby corn which that so much carrot and very little baby corn. The starter was just okay. Very pricey this place is. 
324,Clean Slate Cafe,4.1,"Cafe, Continental, Italian, Beverages, Desserts",850,bangalore,Quantity was so less that I finished having the salad in less than 2 minutes. Not worth the money at all.  Even the taste wasn’t great.
325,The Grey House Cafe,4,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,Good food at an affordable price. We ordered almond soup. It was fantastic followed by peri peri chicken and cheesy chicken platter. Small cozy cafe it is. Last time there was an issue with mosquitoes however this time it was all good. There is sweet lady who greets you when you enter and takes your order. She knows the menu well. Overall good experience at a reasonable price point.
326,The Grey House Cafe,4,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,"A must visit cozy cafe on Harlur road, people around should definitely give it a try. Great food, humble staff."
327,The Grey House Cafe,4,"Cafe, Desserts, Fast Food, Italian, Beverages",450,bangalore,"Thin crust pizza was completely tasteless, very soggy."
328,Burp,4,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,lovely food!
329,Burp,4,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,I had ordered for ceasar chicken salad but I received veg ceasar salad
330,Burp,4,"Cafe, Fast Food, Mexican, Italian, Continental, Desserts, Beverages",950,bangalore,The ambience was really good and has a peaceful vibe.The staff wete polite But the price is definitely not worth it The crispy chicken we order was very bad and it was mcain frozen food
331,Stava Bistro,New,"Cafe, Coffee, Fast Food, Italian, Beverages",400,bangalore,Food is excellent
332,Stava Bistro,New,"Cafe, Coffee, Fast Food, Italian, Beverages",400,bangalore,Food was awesome.. pasta was cooked to perfection!!
333,The Old Madras Baking Company,4,"Bakery, Beverages, Desserts, Cafe",500,bangalore,"The cinna Bomb was yum! Very cozy place, nice coffee and pleasant ambiance. A little music would have taken it a notch higher! "
334,The Old Madras Baking Company,4,"Bakery, Beverages, Desserts, Cafe",500,bangalore,"Being from Chennai, I was always in awe of the old madras baking company. And to be launched here in Bangalore was just being close to home. I absolutely love their breads, pastries, but the one that’s the catch is their bagel and cream cheese. The prices are quite substantial. It is a recommended go to place for a quick snack."
335,The Old Madras Baking Company,4,"Bakery, Beverages, Desserts, Cafe",500,bangalore,Total waste
336,Cafe Cosy,3.8,"Cafe, Chinese, Continental, Fast Food, Italian, Desserts, Shake, Sichuan",500,bangalore,"Located in the busy Jayanagar 4th block and close to Jayanagar complex, the place wasn't busy when we visited on a Sunday noon time. Located in the rooftop setup, you would have to climb another floor after reaching 4th floor on lift.The place was empty when we visited and got a seat of our choice. We changed to another one as there was no fan and it was hot. Some of the tables/seating weren't clean too.Menu was given to us soon enough after seating and we ordered the following:Cream of Chicken Soup; Thai Paneer; Indo-Italian Chicken Pasta and Non-Veg mix grill Sizzler. For beverages, we ordered Mojitos - Kiwi, Raspberry and Blueberry.It did take some time for the items to arrive but...read more"
337,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,pancakes were burnt 
338,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,Brownie ✅Coffee ✅Must visit place.Wait time is 30-40 mins as they are serving freshly baked items.worth the wait 😊
339,Cafe OTW - On The Way,3.9,"American, Continental, Cafe, Italian, Sandwich, Shake",600,bangalore,While I come here regularly today I had very bad experience. I ordered 2 plates of omelette for me and my husband and they served one and kept saying other is on the way. That took 15 min and by then my food was cold and we couldn’t eat together. A bad service today. 
340,Caffe Pascucci,3.9,"Cafe, Fast Food, Continental, Pizza, Desserts, Beverages",950,bangalore,"We like the coffee ,rest was ok and they have a big Smoking area which is actually super crowd.as this place is in the centre of the road people will fine it on there way"
341,Caffe Pascucci,3.9,"Cafe, Fast Food, Continental, Pizza, Desserts, Beverages",950,bangalore,Everything was good but the place could be cleaner. Worst was the washroom! I literally flushed with my feet! It was that dirty.. food was good thoughBut never going back! 
342,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,I had ordered Meals and it was really good and delicious.
343,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,bad experience ever I thought the pizza would be like other pizza made of bread...and in the pizza I found flies and hair inside the pizza.. this is not accepted.
344,Indian Paratha Company,3.4,"Cafe, Coffee, Beverages, Pizza, Rolls, North Indian, Desserts",700,bangalore,Very badd Just had to throw it
345,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,Excellent service 👍
346,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,"Worst ambiance, no ac or fan. the service is also very bad. the satff is rude and ruthless. Dont visit please"
347,Chill-Um Cafe,4.1,"Cafe, Fast Food, Chinese, Desserts, Beverages, Sichuan",700,bangalore,Terrible place to eat. Maggii was bland and that is something which is the most difficult to mess up. Terrible terrible place. 
348,The Café By Foodhall,3.7,"Cafe, Healthy Food, Continental, Rolls, Asian, Beverages","1,400",bangalore,The menu showed on zomato is very different from the one in the cafe. More than half of the things weren’t even available in the cafe.
349,Cafe Pink Pajamas,3.9,"Cafe, Pizza, Burger, Salad, Mexican",700,bangalore,The service was very bad and food was overpriced. Such a disappointment because we were all hungry and were expecting good food considering the ratings.
350,Cafe Pink Pajamas,3.9,"Cafe, Pizza, Burger, Salad, Mexican",700,bangalore,The food is overpriced and unappealing to even look at. The portion sizes are ridiculous for the price. This is the second time we have ordered from here. The first time I requested a refund. This time it's only hunger that's making me eat. 
351,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,"After 40 minutes when we got our food, it was tasteless. Terrible food. Ordered pasta but it came overcooked (more like halwa) and tasteless. When we mentioned this to the waiter, she said pasta is cooked like this only and they can't cancel the order. Eventually we had to pay for the whole order. "
352,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,Very nice place nice ambience balcony view also available. Under budget food good food friendly staff didn't have to wait too long for order delivery.
353,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,"Customer service really good Have an great different design’s view while going from the stairsTheir are three seating area’s 1. One is the out dining which is more beautiful the out seating area is really awesome have beautiful ambience with comfortable sofas,to have great relaxation having a sheesha in front 2. Next seating is inside the cafe where u will get awesome enjoymentHaving an French pool board at the center of the cafe and all around relaxing sofas With dj and just in front of the pool board different types of sheesha’s are kept which are really awesome 3. The last seating area is the personal seating area Which is great to have an personal space with friends and...read more"
354,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,Lovely evening with good view.. amazing hookahMust visit place in Bangalore service staff are really friendly and polite 
355,Funkys Cafe,3.9,"Cafe, Fast Food, Beverages",950,bangalore,"Funkys Cafe, a newly opened sheesha cafe in Brigade Road is indeed a good place to hangout.The Ambience here is really Amazing.They have three seating arrangements,-Near the snooker pool with low lights, high music and two big screens. -An outdoor area to get some fresh air. -And a personal space, with air conditioner and comfortable seats. Hookah, I had ordered a flavour named Virus. It's a mixture of Rajnigandha, Supaari, Pan, Rasna and Mint.The pot was huge and was really in a very good shape and the smoke was just amazing. Coming to the food, Prawn Strips : Delicious!! They were crispy, big in size, and hot. Mocktails : Honestly I didn't like the mocktails much.Honey...read more"
